ASIN	标题	标题(翻译)	内容	内容(翻译)	VP评论	Vine Voice评论	型号	星级	赞同数	图片数量	图片地址	是否有视频	视频地址	评论链接	评论人	头像地址	所属国家	评论人主页	红人计划链接	评论时间
B0D7M9BKQY	Well made	做得好	My husband bought this for me for xmas...its beautiful and I love it..I would give it 5 stars but my stars aren't working properly for some reason	我丈夫为圣诞节买了这个...它很漂亮，我喜欢它..我会给它5星，但由于某种原因，我的星星无法正常工作	Y		Color: White	5	0					https://www.amazon.com/gp/customer-reviews/R1UBOHSF1OU6U0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D7M9BKQY	playinpsl	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AE6JK4YN4OEH37ACVGCUI3NEOB7Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2025-02-04
B0D7MLN7DT	Beautiful desk, Good quality for price.	漂亮的桌子，价格良好。	I absolutely love this desk, Nice quality for price, Missing a couple screws, but but seller has sent them in the mail, should receive them in a few days, Took a couple hours to put together, but directions were really clear. Highly Recommend.	我绝对喜欢这张桌子，价格优质，缺少几把螺丝，但是卖方已经在邮件中发送了它们，应该在几天内接收它们，花了几个小时才能放在一起，但指示确实很明显。强烈推荐。	Y		Color: Grey	5	2	2.0	"https://m.media-amazon.com/images/I/7104DlVsfOL._SY200.jpg
https://m.media-amazon.com/images/I/71OAd92bi2L._SY200.jpg"			https://www.amazon.com/gp/customer-reviews/RUNDJU63IZDPK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D7M9BKQY	Bill Diamond	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AGEOKN5JBZUSMRVKDND7NAQ4TX6Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2025-01-30
B0D7MLN7DT	Directions	方向	There were no directions on how to put the desk together and having trouble on where to contact for directions.	没有关于如何将桌子放在一起的指示，并且在方向上遇到麻烦。	Y		Color: Grey	4	1					https://www.amazon.com/gp/customer-reviews/RQXPS0RSG93OT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D7M9BKQY	brooks stone	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AETT4U7XCZPTRP7ULG65V77PX6BA/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2025-01-27
B0D7M9BKQY	Nice looking, solid	看起来不错，坚固	Very solid, sturdy desk. Love the storage on this one after we looked at a number of others. Husband put it together, and it did take him about 2 hrs or so, once he had unpacked it all and made sure that we had all the pieces that we needed. We are both very happy with it tho.	非常坚固，坚固的桌子。在我们看其他许多人之后，请喜欢这个存储空间。丈夫把它们放在一起，一旦他拆开了所有包装，并确保我们拥有所需的所有碎片，就花了他大约2个小时左右的时间。我们俩都对此感到非常满意。	Y		Color: White	5	1	1.0	https://m.media-amazon.com/images/I/71qzcs0E3sL._SY200.jpg			https://www.amazon.com/gp/customer-reviews/R17N8NYX815CJT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D7M9BKQY	wisco	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AGW7OAB2NYLEOYMCQ3INAAP7LQDQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2025-01-26
B0D7M9BKQY	A solid purchase, but a few flaws	稳定的购买，但有一些缺陷	"I just purchased and assembled this desk to replace a worn-out desk of similar quality. Here's some notes for those who are considering the same:

* Shipping was fast. The desk shipped within 24 hours from CA. Since I'm in AZ it arrived only a few days later. The desk was packed in 2 boxes, which arrived one day apart. Not surprisingly the boxes are big and heavy, about 65lb and 85lb each. You'll definitely need a dolly or a couple strong people to help move them from your doorstep. The boxes themselves were damaged in transit, but the liberal use of styrofoam (yuck) prevented any damage inside.
* The instructions consisted of diagrams with minimal words. However the steps were mostly understandable and words were used to point out especially critical steps when the diagram wasn't clear enough.  Some steps were still vague however, requiring extra scrutiny or trial-and-error. All parts were clearly labeled and several spares of each screw and nut were generously included.
* The 45-steps took several hours to complete as not a single piece was pre-assembled. Having a helper insert dowels, screws or assemble drawers while you work on the major steps will save a lot of time. Also an electric screwdriver with a phillips and hex head will save a LOT of effort! Thankfully no other tools are required.
* Be sure to assemble the desk in the same room where it will be placed. The 2 sides are not designed to separate, and once assembled it is semi-permanent. Also be aware the cabinet on the left and the drawers on the right are NOT reversible, the pre-drilled holes do not allow for any option besides what is shown.
* For some inexplicable reason, several locknuts and screws are located on the outside of the desk so they are clearly visible. They could have easily been placed on the other side which would have hidden them under the desktop, but the manufacturer must assume this desk will be placed in a corner with both outer sides against the wall. At least small matching stickers are included to hide the some (but not all) of the holes, but it still looks unattractive if any outer side is visible to the room.
* For pre-fab, engineered wood furniture this desk is pretty sturdy. The wood plates are thick and heavy, and the joined pieces are highly reinforced. For example there over 28 locknuts and screws securing the desktop to the body.  The drawers are solid and slide easily and appear they could hold a lot of weight.
* The cabinet does not have any holes or perforations on the back panel. If you plan on placing a PC or other electric equipment inside, you'll have to cut a wiring hole yourself.
* The black surface of the desk looks nice, especially compared to the faux-woodgrain design of other cheap furniture, but it seems every speck of dust and fingerprint is obvious. It's likely the surface will never look pristine!

Overall I'm happy with my purchase. There are some flaws and room for improvement, but I feel like I got my money worth. This isn't something you'll pass on to your grandkids, but its certainly good enough to write this review on!"	"我刚刚购买并组装了这张桌子，以更换质量相似的破旧桌子。对于那些考虑相同的人来说，这是一些注释：

 *运输很快。桌子在24小时内运送了。由于我在亚利桑那州，只有几天后才到达。桌子被包装在两个盒子里，这些盒子相隔一天。毫不奇怪，这些盒子又大又重，每个盒子大约65磅和85磅。您肯定需要一个多莉或几个强大的人来帮助他们从您的家门口移动。盒子本身在运输中受到了损坏，但自由使用泡沫聚苯乙烯（yuck）阻止了内部的任何损坏。
 *指令由图表组成，其中词最少。但是，这些步骤几乎是可以理解的，并且在图表不够清楚时，用词指出了特别的关键步骤。但是，一些步骤仍然模糊，需要进行额外的审查或试用。所有零件都清楚地标记了，每个螺丝和螺母的几个备件都大量包括在内。
 * 45步需要几个小时才能完成，因为没有一件作品是预组装的。在主要步骤上工作时，请使用辅助插件，螺丝或组装抽屉，可以节省大量时间。另外，还有带有菲利普斯和六角头的电动螺丝刀可以节省大量精力！值得庆幸的是，无需其他工具。
 *确保在将放置的同一房间组装桌子。这两个侧的设计不是为分开的，并且一旦组装成半永久性。另外，请注意左侧的机柜和右侧的抽屉是不可逆的，除了显示的内容外，预钻孔的孔不允许任何选择。
 *出于某些无法解释的原因，几个防松螺母和螺钉位于桌子外部，因此清晰可见。它们可以很容易地放在另一侧，这可以将它们隐藏在台式机下，但是制造商必须假设该桌子将放在一个角落，两侧都靠在墙壁上。至少包括小匹配贴纸来隐藏一些（但不是全部）孔，但是如果房间可见任何外侧，它仍然没有吸引力。
 *对于预装，工程木制家具，此桌子非常坚固。木板厚又重，并且连接的碎片高度加固。例如，有28多个防松螺母和螺钉将桌面固定到身体。抽屉很固体，很容易滑动，看起来它们可以承受很多重量。
 *机柜在后面板上没有任何孔或穿孔。如果您打算将PC或其他电动设备放入其中，则必须自己切一个接线孔。
 *桌子的黑色表面看起来不错，尤其是与其他廉价家具的人造木质设计相比，但似乎每个灰尘和指纹的斑点都是显而易见的。表面可能永远不会看起来很原始！

总的来说，我对我的购买感到满意。有一些缺陷和改进的空间，但我觉得自己的钱值得。这不是您将其传递给孙子孙女的东西，但它肯定足以写这篇评论！"	Y		Color: White	4	4					https://www.amazon.com/gp/customer-reviews/RR4XJEH328EYT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D7M9BKQY	A. Koeller	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AHWNTREVBIV3KBN2CIPP7VA5MPOQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2025-01-23
B0D7M9BKQY	awesome	惊人的	instructions were super easy to follow. Desk is super sturdy! would highly recommend	说明非常容易遵循。桌子超级坚固！强烈推荐	Y		Color: White	5	0					https://www.amazon.com/gp/customer-reviews/R1AUFE0HJHWQDJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D7M9BKQY	Legacy Academy	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AH7MZSKGDJN6QJNLWUBWSPNOISYA/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2025-01-22
B0D7M9BKQY	Love the desk! Great customer service as well!	爱桌子！也很棒的客户服务！	Absolutly love this desk! It was not hard to put together and I feel like the quality is so good that it's going to last me a life time. I also had to reach out to customer service because a storm had disrupted our delivery. The issue was absolutly not their fault but they solved it quickly and were so nice! I then realized I had lost a piece in the shuffle of putting it together, and the sent me a new piece, no cost to me! In short I was a bit of a nightmare customer, and they were so nice and helpful! I wish every customer service interaction was as nice as that one!	绝对喜欢这张桌子！组合并不难，我觉得质量是如此的好，以至于它会持续一生。我还必须与客户服务联系，因为风暴破坏了我们的交货。这个问题绝对不是他们的错，但是他们很快解决了，非常好！然后，我意识到我在将其放在一起的混音中丢了一块，给我寄了一个新作品，对我来说不花任何代价！简而言之，我是一个噩梦般的客户，他们是如此友善和乐于助人！我希望每个客户服务互动都和那个客户互动一样好！	Y		Color: White	5	1					https://www.amazon.com/gp/customer-reviews/RHDVAHMPEMGZW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D7M9BKQY	Jessica	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AG2T2IQGBVIRWYUT4VURQR4W3QXQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2025-01-11
B0D7M9BKQY	Good quality	质量好	Although this desk took a few hours to put together... the directions were understandable and all parts were included.  Pre drilled holes were correct. Packaged well and study. I love this desk!	尽管这张桌子花了几个小时才能组合在一起……这些方向是可以理解的，并且包括所有零件。预钻孔是正确的。包装好，学习。我爱这张桌子！	Y		Color: White	5	0					https://www.amazon.com/gp/customer-reviews/R2LSLJP7QJX83B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D7M9BKQY	Laurie K.	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AGSAV6VRM6S7ALCYBUTAXYNOFZRA/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-12-31
B0D7M9BKQY	Great Purchase! Solid Desk.	很棒的购买！坚固的桌子。	"I absolutely love my new desk. There is room for everything. I upgraded to a corner desk because my new project requires that I use their company laptop, and I still needed to use my company’s laptop. With this desk the layout is perfect.
It took my husband several hours to assemble. He did it a little bit at a time after work for a few nights, so I can’t give an exact time, but it was from 4-6 hours. He’s very good with building and woodworking. He did tell me that someone less skilled at such things would be able to assemble it. The directions were clear.
I have two negatives.
1. One of the corners had about a quarter size chip. I am not bothered by it, but some others may be.
2. The edges are rough. If the edges were beveled, it would be so much better. I’ll need to find a solution as it is irritating to my forearms as I type. I’m sure that I’ll find a solution. They are beveled on the bottom, so it is possible that the manufactured put the drill and bit holes on the wrong side of the boards.
This is a sturdy desk that should last me for many years. It is a huge win for me!"	"我绝对喜欢我的新桌子。一切都有空间。我升级到了转角台，因为我的新项目要求我使用他们的公司笔记本电脑，而且我仍然需要使用公司的笔记本电脑。使用此桌子，布局是完美的。
我丈夫花了几个小时组装。他在下班后一次做了几个晚上做了一点，所以我不能给确切的时间，但这是从4-6个小时开始。他非常擅长建造和木工。他确实告诉我，一个不太熟练的人将能够组装出来。指示很明显。
我有两个负面因素。
 1。其中一个角有大约四分之一尺寸的芯片。我不被它打扰，但其他有些可能是。
 2。边缘很粗糙。如果边缘是斜面的，那就更好了。我需要找到一个解决方案，因为它在输入时会对我的前臂感到刺激。我确定我会找到解决方案。它们的斜面位于底部，因此制造的钻头和位孔可能在木板的错误侧。
这是一张坚固的桌子，应该持续很多年。对我来说，这是一个巨大的胜利！"	Y		Color: White	4	5	1.0	https://m.media-amazon.com/images/I/61Tg-fg+6JL._SY200.jpg			https://www.amazon.com/gp/customer-reviews/R29SZUDW7213P8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D7M9BKQY	Cindy Willis	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AFV4HOXTDB2IKION57XDXIWFYTHQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-12-26
B0D7MLN7DT	Easy assembly and sturdy	易于组装和坚固	I was able to put this together relatively quickly and with very little issues. Great quality for the price and drawer space is excellent	我能够相对较快地将它们放在一起，几乎没有问题。价格和抽屉空间的优质质量非常好	Y		Color: Grey	5	3					https://www.amazon.com/gp/customer-reviews/R2SWYXPCGHH183/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D7M9BKQY	NS	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AH265SMC32BO5OORPMVBCETNMJOQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-12-21
B0D7MLN7DT	Damaged	损坏的	The product came in damaged. This was supposed to be a Christmas gift and now I have to worry about returning it. I am completely disappointed in my purchase!	该产品损坏了。这本来应该是圣诞节礼物，现在我不得不担心归还它。我对购买完全失望！	Y		Color: Grey	1	1	1.0	https://m.media-amazon.com/images/I/71jljYwH-WL._SY200.jpg			https://www.amazon.com/gp/customer-reviews/R2QWDGC3FTYNNC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D7M9BKQY	Aylissa Lawrence	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AGVBK6XTWAVGZRCN4PX3ZLNDEBZA/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-12-19
B0D7MLN7DT	Overall, a great product.	总体而言，这是一个很棒的产品。	The desk is very sturdy, but I would like to see the manufacture use larger screws in the drawer areas. But all-in-all very pleased.	桌子非常坚固，但我希望看到制造商在抽屉区域使用较大的螺钉。但是，所有人都很高兴。	Y		Color: Grey	5	0					https://www.amazon.com/gp/customer-reviews/R1CYV6Y34XE51Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D7M9BKQY	Crowbar	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/6034278b-8515-4652-b789-b56b255f4d0d._CR0,26.0,281,281_SX48_.jpg	US	https://www.amazon.com/gp/profile/amzn1.account.AFIGZXZBT2CGH3XFE5DVPDCZDMQA/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-12-14
B0D7M9BKQY	Nice desk for the money	不错的钱	It's going to take a few hours to assemble so set aside a half day to do this.  It's like putting a 500 piece puzzle together, lol.  It was not difficult, but took longer than expected. You really have to pay attention to the pictures and look ahead a few steps to understand at times, but it came out better than expected.  The top of the desk is very easily damaged so be careful when dealing with those 2 parts especially.  Great desk for the money.  Fit very well in a small corner space in my bonus room.	组装需要花费几个小时，所以请搁置半天的时间。这就像将500件拼图放在一起，大声笑。这并不困难，但花费的时间比预期的要长。您确实必须关注图片，并有时要了解一些步骤，但它比预期的要好。桌子的顶部很容易损坏，因此特别是在处理这两个部分时要小心。很棒的桌子。在我的奖金室的一个小角落空间中非常适合。	Y		Color: White	5	9	1.0	https://m.media-amazon.com/images/I/61mmyOOye7L._SY200.jpg			https://www.amazon.com/gp/customer-reviews/RFMFBWQ377X2C/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D7M9BKQY	kbcatc	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AHHX5ISGN6IOZVA57FZ4B7IKVSOA/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-10-21
B0D7MLN7DT	Very sturdy product. All wood.	非常坚固的产品。全木。	Using for sewing desk. The only thing i didn't like is the finish is just a thin coating that was peeled up in a couple spots.	用于缝纫桌。我唯一不喜欢的是饰面只是薄薄的涂层，在几个斑点上剥落。	Y		Color: Grey	4	2					https://www.amazon.com/gp/customer-reviews/R3B8HG697GMCM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D7M9BKQY	Cindy Goodrum	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AHNNP7CSW7NNUMGHMSVISVHCEXEQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-09-27
B0D7M9BKQY	Looks cheap because it is cheap	看起来很便宜，因为它便宜	The deal comes in two huge boxes and were destroyed when they arrived.  The product was found to be cracked and busted in places but the headache to deal with the supplier and Amazon was just not worth the trouble.  We put it together (husband is a contractor and still took over 6 hours as it’s in 400 tiny parts.  After all built it has nothing over the screw holes and such.  IT NEEDS a lot better overall look but it’s an Amazon desk…. Buyer beware	这笔交易是用两个巨大的盒子，当他们到达时被摧毁。发现该产品在某些地方破裂并破裂，但与供应商打交道的头痛，亚马逊不值得麻烦。我们把它们放在一起（丈夫是一个承包商，仍然花了6个小时，因为它是400个小部分。既然它在螺丝孔等上都没有任何东西。总体上需要更好的外观，但它是亚马逊桌……。买家提防	Y		Color: White	2	1					https://www.amazon.com/gp/customer-reviews/R1HSU4C5BVIWRX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D7M9BKQY	Jeffrey Williams	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AFIQ77TDWV6QAMVMCJ4PR3XHSX2A/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-09-24
B0D7MLN7DT	Love it	爱它	This desk was easy to assemble and was great workmanship lots of drawers and space and very sturdy and strong I absolutely love it	这张桌子很容易组装，很棒的做工很多抽屉和空间，而且非常坚固而强壮，我绝对喜欢它	Y		Color: Grey	5	4	1.0	https://m.media-amazon.com/images/I/71ifKEAk8AL._SY200.jpg			https://www.amazon.com/gp/customer-reviews/R1YKH4EW83FSRN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D7M9BKQY	Vikki Do	https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png	US	https://www.amazon.com/gp/profile/amzn1.account.AGWYZWL6VNI7CFHUP5BMCORMUF5A/ref=cm_cr_getr_d_gw_btm?ie=UTF8		2024-09-20
